Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Since,Region,Acquisition_Channel,Campaign_Name,Impressions,Clicks,Adds_To_Cart,Ad_Spend,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Stock_Level,Reorder_Point,Delivery_Time_Days,Delivery_Status,Return_Flag,Return_Reason,Shipping_Cost,COGS,Profit,Margin %,WeightKg,Country,Adjusted_Delivery_Time_Days
O1005635,10/12/2024,C100551,Returning,11/08/2024,Domestic,TikTok,TT_Dec_SparkAds,56,1,2,14.1,Clothing,Performance T-Shirt,1,37.61,37.61,-1,120,1,On-time,No,,4.99,11,21.62,0.57,0.30,Germany,0.50
O1004180,20/09/2024,C100402,Returning,09/11/2024,Domestic,TikTok,TT_Sep_SparkAds,56,1,1,14.1,Bandages,Elbow Support,3,29.2,87.6,78,90,3,On-time,No,,4.24,27,56.36,0.64,0.25,Germany,1.50
O1004027,11/09/2024,C100660,Returning,21/06/2024,Domestic,TikTok,TT_Sep_Creators,56,1,1,14.1,Clothing,Oversized Hoodie,1,65.61,65.61,131,120,2,On-time,No,,5.72,25,34.89,0.53,0.70,Germany,1.00
O1004117,16/09/2024,C101780,Returning,01/06/2024,EU,Google,GG_Sep_Search,50,1,1,25.85,Pull Up Bars,Outdoor Pull-Up Bar,1,132.06,132.06,29,30,6,Late,No,,11.96,78,42.1,0.32,7.00,Spain,3.00
O1000989,10/03/2024,C101271,Returning,28/03/2024,EU,Google,GG_Mar_Search,150,3,1,77.55,Pull Up Bars,Outdoor Pull-Up Bar,2,122.7,245.4,153,30,2,On-time,No,,12.92,156,76.48,0.31,7.00,Netherlands,1.00
O1004675,19/10/2024,C100384,Returning,20/01/2024,Non-EU,Google,GG_Oct_Shopping,50,1,1,25.85,Dip Bars,Steel Dip Bars,1,106.27,106.27,7,27,6,On-time,No,,16.96,48,41.31,0.39,5.00,Switzerland,3.00
O1003454,04/08/2024,C101831,New,20/08/2024,Non-EU,TikTok,TT_Aug_SparkAds,56,1,1,14.1,Dip Belt,Weighted Dip Belt,1,41.27,41.27,72,37,4,On-time,No,,14.17,19,8.1,0.20,0.80,Norway,2.00
O1005539,06/12/2024,C101671,Returning,12/01/2024,Domestic,Instagram,IG_Dec_AthleteDrop,167,2,1,42.3,Pull Up Bars,Doorway Pull-Up Bar,1,108.23,108.23,-1,30,1,On-time,No,,6.18,50,52.05,0.48,4.00,Germany,0.50
O1003779,27/08/2024,C100326,New,04/01/2024,Domestic,TikTok,TT_Aug_SparkAds,56,1,1,14.1,Workout Accessories,Athlete Backpack,1,48.87,48.87,95,67,1,On-time,No,,4.41,19,25.46,0.52,0.90,Germany,0.50
O1005084,12/11/2024,C100090,New,10/02/2024,Domestic,Google,GG_Nov_Brand,100,2,1,51.7,Static Bar,Adjustable Static Bar,2,141.41,282.82,-2,18,2,On-time,No,,9.58,186,87.24,0.31,8.00,Germany,1.00
O1003094,13/07/2024,C101375,Returning,29/06/2024,Domestic,Google,GG_Jul_Brand,150,3,2,77.55,Parallettes,Wooden Parallettes,2,45.25,90.5,107,45,1,On-time,No,,4.97,60,25.53,0.28,2.20,Germany,0.50
O1003156,16/07/2024,C100574,Returning,24/07/2024,Domestic,Instagram,IG_Jul_Reels,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,2,134.93,269.86,69,30,3,On-time,No,,9.58,156,104.28,0.39,7.00,Germany,1.50
O1003202,19/07/2024,C101457,New,16/01/2024,EU,TikTok,TT_Jul_SparkAds,56,1,2,14.1,Parallettes,Steel Parallettes,1,69.97,69.97,102,45,2,On-time,No,,8.37,39,22.6,0.32,3.80,Austria,1.00
O1005913,24/12/2024,C101305,Returning,22/02/2024,EU,Google,GG_Dec_Shopping,50,1,1,25.85,Pull Up Bars,Outdoor Pull-Up Bar,1,125.09,125.09,-1,30,5,On-time,No,,11.82,78,35.27,0.28,7.00,Sweden,2.50
O1001099,18/03/2024,C101037,Returning,23/09/2024,Domestic,Instagram,IG_Mar_Reels,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,208.54,208.54,111,22,1,On-time,No,,10.01,107,91.53,0.44,9.00,Germany,0.50
O1005034,09/11/2024,C100621,New,07/12/2024,Domestic,TikTok,TT_Nov_Challenge,111,2,1,28.2,Equipment Sets,Beginner Home Workout Set,1,120.62,120.62,-1,22,2,On-time,No,,7.66,81,31.96,0.26,6.00,Germany,1.00
O1002845,28/06/2024,C101225,Returning,31/10/2024,EU,Google,GG_Jun_Shopping,50,1,2,25.85,Clothing,Training Tank,1,38.6,38.6,327,120,3,On-time,No,,9.94,10,18.66,0.48,0.25,France,1.50
O1000887,04/03/2024,C101051,New,29/03/2024,EU,Organic,ORG_Mar_Blog,0,0,0,0,Workout Accessories,Chalk Block,1,13.74,13.74,355,67,3,On-time,No,,7.61,4,2.13,0.16,0.30,Belgium,1.50
O1005989,28/12/2024,C100374,Returning,18/06/2024,Non-EU,Organic,ORG_Dec_Direct,0,0,0,0,Workout Rings,Wooden Gymnastic Rings,1,45.93,45.93,-1,60,7,On-time,No,,10.24,16,19.69,0.43,1.10,Canada,3.50
O1005235,19/11/2024,C100537,Returning,04/08/2024,Non-EU,Instagram,IG_Nov_Giveaway,83,1,1,21.15,Static Bar,Adjustable Static Bar,1,157.65,157.65,-1,18,8,On-time,No,,23.14,93,41.51,0.26,8.00,USA,4.00
O1000516,07/02/2024,C101993,Returning,08/11/2024,Domestic,Organic,ORG_Feb_Blog,0,0,0,0,Parallettes,Wooden Parallettes,1,50.87,50.87,262,45,1,On-time,No,,5.49,30,15.38,0.30,2.20,Germany,0.50
O1005598,08/12/2024,C101740,Returning,13/07/2024,Non-EU,TikTok,TT_Dec_Challenge,111,2,2,28.2,Workout Accessories,Chalk Block,2,12.84,25.68,-2,67,4,On-time,Yes,Damaged,13.07,8,4.61,0.18,0.30,Australia,2.00
O1001454,10/04/2024,C101359,New,06/08/2024,Domestic,Instagram,IG_Apr_Reels,167,2,1,42.3,Clothing,Oversized Hoodie,3,75.96,227.88,533,120,2,On-time,No,,6.24,75,146.64,0.64,0.70,Germany,1.00
O1003554,10/08/2024,C101561,Returning,05/08/2024,Domestic,Google,GG_Aug_Shopping,50,1,1,25.85,Equipment Sets,Beginner Home Workout Set,1,132.41,132.41,40,22,1,On-time,No,,9.13,81,42.28,0.32,6.00,Germany,0.50
O1003610,14/08/2024,C100318,Returning,13/08/2024,Domestic,TikTok,TT_Aug_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,110.09,110.09,61,36,2,On-time,No,,9.19,74,26.9,0.24,10.00,Germany,1.00
O1002507,10/06/2024,C100058,Returning,04/02/2024,Non-EU,TikTok,TT_Jun_Creators,111,2,1,28.2,Clothing,Oversized Hoodie,1,70.3,70.3,375,120,6,On-time,No,,10.81,25,34.49,0.49,0.70,Australia,3.00
O1002995,07/07/2024,C100762,Returning,14/10/2024,Domestic,TikTok,TT_Jul_Creators,56,1,1,14.1,Bandages,Wrist Wraps,1,20.53,20.53,228,90,2,On-time,No,,5.52,6,9.01,0.44,0.20,Germany,1.00
O1004000,09/09/2024,C100661,Returning,12/11/2024,EU,TikTok,TT_Sep_SparkAds,56,1,1,14.1,Static Bar,Adjustable Static Bar,1,135.71,135.71,20,18,4,On-time,No,,14.2,93,28.51,0.21,8.00,Netherlands,2.00
O1005752,16/12/2024,C100810,Returning,17/05/2024,Non-EU,TikTok,TT_Dec_Creators,56,1,1,14.1,Pull Up Bars,Doorway Pull-Up Bar,1,97.9,97.9,-1,30,7,On-time,No,,17.82,50,30.08,0.31,4.00,Canada,3.50
O1000907,06/03/2024,C100369,Returning,13/04/2024,Domestic,TikTok,TT_Mar_Challenge,167,3,2,42.3,Parallettes,Wooden Parallettes,1,50.87,50.87,235,45,3,On-time,No,,6.14,30,14.73,0.29,2.20,Germany,1.50
O1000029,03/01/2024,C100112,New,23/11/2024,Domestic,Instagram,IG_Jan_Giveaway,167,2,1,42.3,Weight Vests,20kg Weighted Vest,1,166.69,166.69,237,36,3,On-time,No,,14.7,98,53.99,0.32,20.00,Germany,1.50
O1002508,10/06/2024,C100506,New,26/06/2024,EU,Organic,ORG_Jun_Blog,0,0,0,0,Clothing,Oversized Hoodie,1,67.43,67.43,375,120,4,On-time,No,,6.61,25,35.82,0.53,0.70,Netherlands,2.00
O1002429,06/06/2024,C100863,Returning,16/02/2024,Non-EU,Organic,ORG_Jun_Direct,0,0,0,0,Better Grip,Liquid Chalk,1,11.85,11.85,337,105,7,On-time,No,,13.77,4,-5.92,-0.50,0.35,Norway,3.50
O1000763,25/02/2024,C100356,New,23/02/2024,Domestic,Google,GG_Feb_Shopping,100,2,2,51.7,Parallettes,Steel Parallettes,3,74.87,224.61,242,45,4,Late,No,,5.64,117,101.97,0.45,3.80,Germany,2.00
O1003748,25/08/2024,C100927,New,15/08/2024,Non-EU,TikTok,TT_Aug_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,2,125.89,251.78,51,36,9,Late,No,,23.51,148,80.27,0.32,10.00,Switzerland,4.50
O1000285,22/01/2024,C100793,Returning,01/11/2024,Non-EU,TikTok,TT_Jan_Creators,111,2,1,28.2,Dip Belt,Weighted Dip Belt,1,47.01,47.01,231,37,7,On-time,No,,11.75,19,16.26,0.35,0.80,USA,3.50
O1000687,19/02/2024,C100430,Returning,06/06/2024,Non-EU,Google,GG_Feb_Search,150,3,1,77.55,Workout Accessories,Chalk Block,2,12.16,24.32,375,67,5,On-time,Yes,Size,12.76,8,3.56,0.15,0.30,USA,2.50
O1002354,02/06/2024,C101381,New,22/10/2024,Non-EU,Instagram,IG_Jun_AthleteDrop,83,1,2,21.15,Clothing,Oversized Hoodie,3,66.45,199.35,394,120,4,On-time,No,,14.18,75,110.17,0.55,0.70,Australia,2.00
O1004878,01/11/2024,C101659,New,05/09/2024,Domestic,Google,GG_Nov_Search,50,1,1,25.85,Pull Up Bars,Doorway Pull-Up Bar,1,108.33,108.33,-1,30,1,On-time,No,,7.58,50,50.75,0.47,4.00,Germany,0.50
O1000022,03/01/2024,C101416,Returning,11/02/2024,Domestic,Google,GG_Jan_Brand,150,3,2,77.55,Pull Up Bars,Outdoor Pull-Up Bar,1,114.03,114.03,198,30,3,On-time,No,,7.49,78,28.54,0.25,7.00,Germany,1.50
O1002753,23/06/2024,C101644,Returning,25/09/2024,Non-EU,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Static Bar,Adjustable Static Bar,1,138.3,138.3,51,18,5,On-time,No,,20.56,93,24.74,0.18,8.00,Australia,2.50
O1000886,04/03/2024,C101609,Returning,07/09/2024,Domestic,Google,GG_Mar_Shopping,50,1,1,25.85,Parallettes,Wooden Parallettes,1,70.61,70.61,237,45,1,On-time,No,,4.89,30,35.72,0.51,2.20,Germany,0.50
O1000918,07/03/2024,C100069,Returning,05/08/2024,Domestic,Instagram,IG_Mar_Reels,167,2,1,42.3,Clothing,Performance T-Shirt,2,34.25,68.5,623,120,1,On-time,No,,5.01,22,41.49,0.61,0.30,Germany,0.50
O1001041,13/03/2024,C100538,Returning,03/10/2024,EU,Instagram,IG_Mar_AthleteDrop,250,3,1,63.45,Bandages,Wrist Wraps,1,17.18,17.18,456,90,3,On-time,No,,9.95,6,1.23,0.07,0.20,Austria,1.50
O1001266,30/03/2024,C100301,Returning,03/10/2024,EU,TikTok,TT_Mar_Creators,56,1,1,14.1,Better Grip,Liquid Chalk,1,12.41,12.41,493,105,4,On-time,No,,8.47,4,-0.06,0.00,0.35,Sweden,2.00
O1005244,20/11/2024,C101140,New,20/04/2024,Non-EU,Instagram,IG_Nov_Giveaway,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,219.8,219.8,-1,22,6,On-time,No,,23.75,107,89.05,0.41,9.00,USA,3.00
O1000278,21/01/2024,C100929,Returning,03/02/2024,Domestic,Instagram,IG_Jan_Reels,167,2,2,42.3,Resistance Bands,Set of 5 Resistance Bands,1,31.01,31.01,465,75,3,On-time,No,,5.05,13,12.96,0.42,0.90,Germany,1.50
O1002085,18/05/2024,C101978,New,13/07/2024,Domestic,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Bandages,Elbow Support,1,20.19,20.19,326,90,2,On-time,No,,4.46,9,6.73,0.33,0.25,Germany,1.00
O1001246,29/03/2024,C101645,Returning,28/12/2024,EU,Instagram,IG_Mar_Reels,83,1,2,21.15,Dip Bars,Steel Dip Bars,1,84.25,84.25,127,27,4,On-time,No,,12.47,48,23.78,0.28,5.00,Spain,2.00
O1002383,03/06/2024,C101404,Returning,02/12/2024,Domestic,Instagram,IG_Jun_AthleteDrop,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,147.12,147.12,98,30,1,On-time,No,,7.52,78,61.6,0.42,7.00,Germany,0.50
O1000572,11/02/2024,C101724,New,26/01/2024,Domestic,TikTok,TT_Feb_Challenge,111,2,1,28.2,Clothing,Performance T-Shirt,1,35.84,35.84,689,120,2,On-time,No,,5,11,19.84,0.55,0.30,Germany,1.00
O1001436,09/04/2024,C100240,New,27/05/2024,Non-EU,Organic,ORG_Apr_Blog,0,0,0,0,Equipment Sets,Advanced Athlete Set,1,218.7,218.7,100,22,11,Late,No,,17.38,107,94.32,0.43,9.00,Switzerland,5.50
O1003903,04/09/2024,C101444,New,02/08/2024,Non-EU,TikTok,TT_Sep_Creators,56,1,1,14.1,Bandages,Elbow Support,1,24.12,24.12,112,90,6,On-time,No,,10.36,9,4.76,0.20,0.25,Norway,3.00
O1001248,29/03/2024,C101875,New,12/01/2024,Domestic,Instagram,IG_Mar_Reels,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,1,44.55,44.55,354,75,3,On-time,No,,6.44,13,25.11,0.56,0.90,Germany,1.50
O1003527,09/08/2024,C101112,New,27/11/2024,EU,Google,GG_Aug_Brand,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,157.16,157.16,32,18,3,On-time,No,,13.14,93,51.02,0.32,8.00,Spain,1.50
O1002515,11/06/2024,C100658,New,21/06/2024,Domestic,TikTok,TT_Jun_SparkAds,56,1,2,14.1,Equipment Sets,Advanced Athlete Set,1,169.66,169.66,69,22,2,On-time,No,,8.24,107,54.42,0.32,9.00,Germany,1.00
O1001008,11/03/2024,C101075,Returning,13/05/2024,EU,Instagram,IG_Mar_Reels,167,2,2,42.3,Clothing,Joggers,3,74.69,224.07,611,120,3,On-time,No,,8,63,153.07,0.68,0.60,Belgium,1.50
O1005970,27/12/2024,C100248,New,07/05/2024,Domestic,Organic,ORG_Dec_Direct,0,0,0,0,Clothing,Joggers,1,72.27,72.27,-1,120,2,On-time,No,,6.68,21,44.59,0.62,0.60,Germany,1.00
O1002065,17/05/2024,C100696,Returning,26/06/2024,Domestic,Organic,ORG_May_Blog,0,0,0,0,Pull Up Bars,Doorway Pull-Up Bar,1,100.68,100.68,109,30,1,On-time,No,,6.6,50,44.08,0.44,4.00,Germany,0.50
O1005469,03/12/2024,C101511,Returning,23/08/2024,EU,Organic,ORG_Dec_Community,0,0,0,0,Workout Accessories,Chalk Block,1,15.08,15.08,-1,67,6,Late,No,,6.86,4,4.22,0.28,0.30,Netherlands,3.00
O1001691,25/04/2024,C100851,Returning,12/05/2024,EU,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Clothing,Joggers,1,67.6,67.6,495,120,3,On-time,No,,7.72,21,38.88,0.58,0.60,Netherlands,1.50
O1005230,19/11/2024,C101784,Returning,23/08/2024,Domestic,TikTok,TT_Nov_SparkAds,56,1,1,14.1,Clothing,Training Tank,1,38.21,38.21,-1,120,1,On-time,No,,5.64,10,22.57,0.59,0.25,Germany,0.50
O1001986,13/05/2024,C101021,Returning,04/04/2024,Non-EU,Organic,ORG_May_Community,0,0,0,0,Static Bar,Adjustable Static Bar,2,175.99,351.98,66,18,7,On-time,No,,16.75,186,149.23,0.42,8.00,USA,3.50
O1000295,22/01/2024,C101017,New,29/09/2024,EU,Organic,ORG_Jan_Community,0,0,0,0,Clothing,Oversized Hoodie,1,80.51,80.51,742,120,5,On-time,No,,7.61,25,47.9,0.59,0.70,Spain,2.50
O1001548,17/04/2024,C101254,Returning,16/11/2024,Domestic,TikTok,TT_Apr_Creators,56,1,1,14.1,Weight Vests,20kg Weighted Vest,1,157.54,157.54,155,36,2,On-time,Yes,Damaged,14.54,98,45,0.29,20.00,Germany,1.00
O1002013,14/05/2024,C101774,Returning,14/12/2024,Non-EU,Google,GG_May_Brand,100,2,1,51.7,Static Bar,Adjustable Static Bar,1,161.32,161.32,66,18,5,On-time,No,,16.63,93,51.69,0.32,8.00,Australia,2.50
O1000589,12/02/2024,C100879,Returning,20/12/2024,EU,TikTok,TT_Feb_SparkAds,56,1,1,14.1,Equipment Sets,Beginner Home Workout Set,1,117.63,117.63,128,22,3,On-time,No,,11.88,81,24.75,0.21,6.00,Italy,1.50
O1003330,27/07/2024,C101396,Returning,07/11/2024,Domestic,TikTok,TT_Jul_SparkAds,167,3,1,42.3,Workout Accessories,Chalk Block,1,14.33,14.33,141,67,2,On-time,No,,6.91,4,3.42,0.24,0.30,Germany,1.00
O1002404,05/06/2024,C101994,Returning,04/03/2024,Non-EU,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Equipment Sets,Beginner Home Workout Set,1,154.39,154.39,72,22,7,On-time,Yes,Other,16.61,81,56.78,0.37,6.00,USA,3.50
O1002130,20/05/2024,C101738,New,22/01/2024,Non-EU,Google,GG_May_Brand,50,1,1,25.85,Clothing,Training Tank,2,36.99,73.98,429,120,9,Late,No,,10.54,20,43.44,0.59,0.25,Switzerland,4.50
O1003999,09/09/2024,C101946,Returning,08/01/2024,Domestic,Organic,ORG_Sep_Direct,0,0,0,0,Weight Vests,20kg Weighted Vest,1,159.99,159.99,40,36,2,On-time,No,,14.36,98,47.63,0.30,20.00,Germany,1.00
O1005307,23/11/2024,C101168,New,24/02/2024,Domestic,Instagram,IG_Nov_AthleteDrop,83,1,2,21.15,Equipment Sets,Beginner Home Workout Set,1,120.66,120.66,-1,22,1,On-time,No,,7.6,81,32.06,0.27,6.00,Germany,0.50
O1003742,24/08/2024,C101499,Returning,07/09/2024,Domestic,Google,GG_Aug_Search,100,2,1,51.7,Weight Vests,20kg Weighted Vest,1,141.52,141.52,53,36,1,On-time,No,,14.19,98,29.33,0.21,20.00,Germany,0.50
O1003509,08/08/2024,C100887,New,14/01/2024,Domestic,Organic,ORG_Aug_Community,0,0,0,0,Equipment Sets,Beginner Home Workout Set,1,130.06,130.06,41,22,2,On-time,No,,8.67,81,40.39,0.31,6.00,Germany,1.00
O1002720,21/06/2024,C101626,Returning,25/02/2024,EU,TikTok,TT_Jun_SparkAds,56,1,2,14.1,Weight Vests,10kg Weighted Vest,1,119.35,119.35,103,36,3,On-time,No,,13.82,74,31.53,0.26,10.00,Italy,1.50
O1004522,09/10/2024,C100878,Returning,22/04/2024,Domestic,Google,GG_Oct_Shopping,50,1,1,25.85,Weight Vests,20kg Weighted Vest,2,148.98,297.96,16,36,2,On-time,No,,14.12,196,87.84,0.29,20.00,Germany,1.00
O1005523,05/12/2024,C100164,Returning,28/01/2024,EU,Organic,ORG_Dec_Direct,0,0,0,0,Parallettes,Steel Parallettes,1,65.58,65.58,-1,45,4,On-time,No,,11.17,39,15.41,0.23,3.80,Austria,2.00
O1005529,05/12/2024,C101675,Returning,15/02/2024,EU,Organic,ORG_Dec_Direct,0,0,0,0,Better Grip,Liquid Chalk,1,12.14,12.14,-1,105,2,On-time,No,,7.63,4,0.51,0.04,0.35,Netherlands,1.00
O1000557,10/02/2024,C101948,Returning,27/08/2024,Domestic,TikTok,TT_Feb_SparkAds,56,1,1,14.1,Clothing,Oversized Hoodie,1,62.62,62.62,692,120,2,On-time,No,,6.27,25,31.35,0.50,0.70,Germany,1.00
O1002470,08/06/2024,C100502,Returning,14/09/2024,Domestic,TikTok,TT_Jun_Creators,111,2,1,28.2,Workout Accessories,Chalk Block,1,13.79,13.79,213,67,1,On-time,No,,4.59,4,5.2,0.38,0.30,Germany,0.50
O1003739,24/08/2024,C100624,Returning,04/08/2024,EU,Organic,ORG_Aug_Community,0,0,0,0,Workout Accessories,Athlete Backpack,1,49.74,49.74,100,67,3,On-time,No,,7.16,19,23.58,0.47,0.90,Belgium,1.50
O1004287,27/09/2024,C100035,Returning,23/06/2024,EU,Organic,ORG_Sep_Blog,0,0,0,0,Pull Up Bars,Doorway Pull-Up Bar,3,77.4,232.2,20,30,4,On-time,No,,8.59,150,73.61,0.32,4.00,Italy,2.00
O1004987,07/11/2024,C100546,Returning,05/02/2024,Domestic,Google,GG_Nov_Search,50,1,2,25.85,Dip Bars,Steel Dip Bars,1,95.62,95.62,-1,27,1,On-time,No,,7.96,48,39.66,0.41,5.00,Germany,0.50
O1001717,28/04/2024,C100639,Returning,05/05/2024,Domestic,Google,GG_Apr_Shopping,100,2,1,51.7,Clothing,Training Tank,2,31.85,63.7,486,120,1,On-time,No,,6.56,20,37.14,0.58,0.25,Germany,0.50
O1002605,15/06/2024,C101782,Returning,24/07/2024,Non-EU,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Parallettes,Steel Parallettes,1,71.31,71.31,135,45,8,On-time,No,,17.53,39,14.78,0.21,3.80,Norway,4.00
O1004998,08/11/2024,C101052,Returning,24/08/2024,Domestic,Google,GG_Nov_Search,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,141.57,141.57,-1,18,2,On-time,No,,8.34,93,40.23,0.28,8.00,Germany,1.00
O1001705,27/04/2024,C100387,New,21/05/2024,EU,Google,GG_Apr_Brand,50,1,1,25.85,Bandages,Elbow Support,1,21.85,21.85,367,90,3,On-time,No,,9.49,9,3.36,0.15,0.25,Sweden,1.50
O1002140,21/05/2024,C101668,Returning,14/09/2024,Domestic,Organic,ORG_May_Direct,0,0,0,0,Clothing,Joggers,2,49.66,99.32,426,120,1,On-time,No,,5.56,42,51.76,0.52,0.60,Germany,0.50
O1003240,21/07/2024,C100910,Returning,08/02/2024,Domestic,Instagram,IG_Jul_Reels,167,2,1,42.3,Bandages,Wrist Wraps,1,20.29,20.29,200,90,2,On-time,No,,4.71,6,9.58,0.47,0.20,Germany,1.00
O1002384,04/06/2024,C101262,Returning,26/08/2024,Domestic,TikTok,TT_Jun_SparkAds,56,1,1,14.1,Bandages,Wrist Wraps,1,24.79,24.79,293,90,2,On-time,No,,5.21,6,13.58,0.55,0.20,Germany,1.00
O1004312,29/09/2024,C100020,Returning,20/10/2024,Domestic,Instagram,IG_Sep_Giveaway,83,1,1,21.15,Workout Rings,Wooden Gymnastic Rings,1,40.06,40.06,41,60,3,On-time,No,,5.86,16,18.2,0.45,1.10,Germany,1.50
O1001286,01/04/2024,C101518,Returning,05/12/2024,EU,Instagram,IG_Apr_Reels,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,188.53,188.53,104,22,5,On-time,No,,15.37,107,66.16,0.35,9.00,Poland,2.50
O1005160,15/11/2024,C101702,New,10/07/2024,EU,TikTok,TT_Nov_Creators,56,1,1,14.1,Parallettes,Steel Parallettes,1,66.7,66.7,-1,45,4,On-time,No,,12.13,39,15.57,0.23,3.80,Belgium,2.00
O1005418,30/11/2024,C101511,Returning,23/08/2024,EU,Google,GG_Nov_Brand,50,1,1,25.85,Bandages,Wrist Wraps,1,23.08,23.08,-1,90,5,On-time,No,,9.76,6,7.32,0.32,0.20,Poland,2.50
O1003931,05/09/2024,C100350,New,12/09/2024,Domestic,Google,GG_Sep_Shopping,50,1,2,25.85,Parallettes,Steel Parallettes,1,89.8,89.8,55,45,2,On-time,No,,6.85,39,43.95,0.49,3.80,Germany,1.00
O1004585,14/10/2024,C101680,Returning,25/12/2024,Domestic,Instagram,IG_Oct_AthleteDrop,167,2,2,42.3,Workout Accessories,Chalk Block,1,14.68,14.68,25,67,1,On-time,No,,5.16,4,5.52,0.38,0.30,Germany,0.50
O1001592,19/04/2024,C101938,New,10/05/2024,Domestic,TikTok,TT_Apr_Challenge,56,1,1,14.1,Pull Up Bars,Doorway Pull-Up Bar,1,85.99,85.99,127,30,3,On-time,No,,6.56,50,29.43,0.34,4.00,Germany,1.50
O1005370,27/11/2024,C100319,Returning,03/10/2024,EU,Google,GG_Nov_Brand,100,2,1,51.7,Resistance Bands,Set of 5 Resistance Bands,1,38.38,38.38,-1,75,5,On-time,No,,10.08,13,15.3,0.40,0.90,Belgium,2.50
O1002163,22/05/2024,C100838,New,02/04/2024,EU,Instagram,IG_May_Giveaway,83,1,1,21.15,Parallettes,Wooden Parallettes,1,55.42,55.42,159,45,4,On-time,No,,10.28,30,15.14,0.27,2.20,Austria,2.00
O1002397,04/06/2024,C100094,Returning,05/03/2024,Domestic,Organic,ORG_Jun_Community,0,0,0,0,Equipment Sets,Beginner Home Workout Set,1,156.8,156.8,73,22,3,On-time,No,,8.56,81,67.24,0.43,6.00,Germany,1.50
O1000318,24/01/2024,C101771,New,22/06/2024,Domestic,Instagram,IG_Jan_AthleteDrop,83,1,1,21.15,Workout Accessories,Athlete Backpack,1,44.56,44.56,414,67,2,On-time,No,,6.72,19,18.84,0.42,0.90,Germany,1.00
O1005444,01/12/2024,C100768,Returning,02/06/2024,Non-EU,TikTok,TT_Dec_SparkAds,167,3,1,42.3,Equipment Sets,Advanced Athlete Set,1,174.49,174.49,-1,22,9,Late,No,,17.64,107,49.85,0.29,9.00,Switzerland,4.50
O1003112,14/07/2024,C100416,New,05/01/2024,EU,Organic,ORG_Jul_Blog,0,0,0,0,Bandages,Elbow Support,1,29.57,29.57,214,90,2,On-time,No,,6.56,9,14.01,0.47,0.25,Italy,1.00
O1004037,11/09/2024,C100829,Returning,04/04/2024,Non-EU,Instagram,IG_Sep_AthleteDrop,83,1,1,21.15,Equipment Sets,Advanced Athlete Set,1,168.11,168.11,24,22,5,On-time,No,,21.7,107,39.41,0.23,9.00,UK,2.50
O1000796,27/02/2024,C101689,New,20/08/2024,Domestic,Instagram,IG_Feb_Giveaway,167,2,1,42.3,Resistance Bands,Set of 5 Resistance Bands,2,44.46,88.92,403,75,2,On-time,No,,5.64,26,57.28,0.64,0.90,Germany,1.00
O1003021,09/07/2024,C100414,Returning,29/02/2024,Non-EU,Google,GG_Jul_Brand,50,1,1,25.85,Weight Vests,10kg Weighted Vest,3,127.29,381.87,87,36,7,On-time,No,,22.66,222,137.21,0.36,10.00,USA,3.50
O1001712,27/04/2024,C100274,New,26/07/2024,Domestic,Instagram,IG_Apr_Reels,83,1,1,21.15,Static Bar,Adjustable Static Bar,3,172.43,517.29,71,18,3,On-time,No,,9.6,279,228.69,0.44,8.00,Germany,1.50
O1003388,30/07/2024,C101419,New,17/10/2024,EU,TikTok,TT_Jul_Challenge,56,1,1,14.1,Clothing,Oversized Hoodie,1,79.9,79.9,243,120,2,On-time,No,,10.4,25,44.5,0.56,0.70,Netherlands,1.00
O1000037,04/01/2024,C101563,Returning,15/09/2024,EU,Organic,ORG_Jan_Community,0,0,0,0,Bandages,Wrist Wraps,1,20.16,20.16,592,90,5,On-time,Yes,Other,9.92,6,4.24,0.21,0.20,Austria,2.50
O1004550,11/10/2024,C100294,Returning,05/11/2024,EU,Google,GG_Oct_Shopping,100,2,1,51.7,Bandages,Wrist Wraps,1,16.35,16.35,39,90,3,On-time,No,,8.47,6,1.88,0.11,0.20,Italy,1.50
O1000914,06/03/2024,C100599,New,25/05/2024,Non-EU,Google,GG_Mar_Search,100,2,2,51.7,Bandages,Elbow Support,1,26.04,26.04,470,90,9,Late,No,,10.45,9,6.59,0.25,0.25,Switzerland,4.50
